173;;mo-la,\;mo _verbsuffix-la_,;;#11-sde
174;;mo-las,\;mo _verbsuffix-las_,;;#11-sde
175;;mo-lo,\;mo _verbsuffix-lo_,;;#11-sde
176;;mo-los,\;mo _verbsuffix-los_,;;#11-sde
177;;-la,\; _infsuffix-la_,;;#11-sde
178;;-las,\; _infsuffix-las_,;;#11-sde
179;;-lo,\; _infsuffix-lo_,;;#11-sde
180;;-los,\; _infsuffix-los_,;;#11-sde
181;;-na,\; _suffix-na_,;;#11-sde
182;;-nas,\; _suffix-nas_,;;#11-sde
183;;-no,\; _suffix-no_,;;#11-sde
184;;r-nos,\;r _infsuffix-nos_,;;#11-sde
185;;-nos,\; _verbsuffix-nos_,;;#11-sde
186;;-a,\; _suffix-a_,;;#11-sde
187;;-as,\; _suffix-as_,;;#11-sde
188;;-o,\; _suffix-o_,;;#11-sde
189;;-os,\; _suffix-os_,;;#11-sde
190;;-ei:\; _verbsuffix-ei_:;;#11-sde
191;;-emos:\; _verbsuffix-emos_:;;#11-sde
192;;-ia:\; _verbsuffix-ia_:;;#11-sde
193;;-iam:\; _verbsuffix-iam_:;;#11-sde
194;;-á:\; _verbsuffix-á_:;;#11-sde
195;;-ão:\; _verbsuffix-ão_:;;#11-sde
196;;-íamos:\; _verbsuffix-íamos_:;;#11-sde
197;;-se-me:\; _suffix-se-me_:;;#11-sde
198;;-se-nos:\; _suffix-se-nos_:;;#11-sde
199;;-lhe:\; _suffix-lhe_:;;#11-sde
200;;-lhes:\; _suffix-lhes_:;;#11-sde
201;;-lha:\; _suffix-lha_:;;#11-sde
202;;-lhas:\; _suffix-lhas_:;;#11-sde
203;;-lho:\; _suffix-lho_:;;#11-sde
204;;-lhos:\; _suffix-lhos_:;;#11-sde
205;;-me:\; _suffix-me_:;;#11-sde
206;;-se:\; _suffix-se_:;;#11-sde
207;;-vos:\; _suffix-vos_:;;#11-sde
208;;mo-la:\;mo _verbsuffix-la_:;;#11-sde
209;;mo-las:\;mo _verbsuffix-las_:;;#11-sde
210;;mo-lo:\;mo _verbsuffix-lo_:;;#11-sde
211;;mo-los:\;mo _verbsuffix-los_:;;#11-sde
212;;-la:\; _infsuffix-la_:;;#11-sde
213;;-las:\; _infsuffix-las_:;;#11-sde
214;;-lo:\; _infsuffix-lo_:;;#11-sde
215;;-los:\; _infsuffix-los_:;;#11-sde
216;;-na:\; _suffix-na_:;;#11-sde
217;;-nas:\; _suffix-nas_:;;#11-sde
218;;-no:\; _suffix-no_:;;#11-sde
219;;r-nos:\;r _infsuffix-nos_:;;#11-sde
220;;-nos:\; _verbsuffix-nos_:;;#11-sde
221;;-a:\; _suffix-a_:;;#11-sde
222;;-as:\; _suffix-as_:;;#11-sde
223;;-o:\; _suffix-o_:;;#11-sde
224;;-os:\; _suffix-os_:;;#11-sde
233;;-se _verbsuffix; _suffix-se_ _verbsuffix;;#11-sde
234;;-lhe _verbsuffix; _suffix-lhe_ _verbsuffix;;#11-sde
235;;-lhes _verbsuffix; _suffix-lhes_ _verbsuffix;;#11-sde
236;;-nos _verbsuffix; _verbsuffix-nos_ _verbsuffix;;#11-sde
30;;não-;não- ;;om adjectieven en participia met ontkenning ook te markeren als negatie
84;;Não-;não- ;;om adjectieven en participia met ontkenning ook te markeren als negatie, ook met hoofdletter, #11-sde
