
/* Lexreps with B or E
;;B om;;SBegin;-;SVIgnoreCap;SVConj;SVCondition;


/* Lexreps for numbers
;;(.|)(0|1|2|3|4|5|6|7|8|9);;SVNum
;;(.|)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;
;;(.|)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;
;;(.|)(0|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;
;;1(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;SVYear;
;;(.|)2(2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;
;;20(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;SVYear;
;;21(0|1|2|3|4|5|6|7|8|9)(0|1|2|3|4|5|6|7|8|9);;SVNum;SVYear;

;;två;;SVNumber;
;;trehundra;;SVNumber;
;;fyrahundra;;SVNumber;
;;sexhundra;;SVNumber;
;;åttahundra;;SVNumber;
;;niohundra;;SVNumber;
;;tvåtusen;;SVNumber;
;;tretusen;;SVNumber;
;;fyratusen;;SVNumber;
;;femtusen;;SVNumber;
;;sextusen;;SVNumber;
;;sjutusen;;SVNumber;
;;åttatusen;;SVNumber;
;;niotusen;;SVNumber;
;;miljonen;;SVNumber;
;;miljoner;;SVNumber;
;;miljonerna;;SVNumber;
;;miljard;;SVNumber;
;;miljarder;;SVNumber;
;;en halv miljon;;SVNumber;
;;en halv miljard;;SVNumber;

;;(två|tre|fyra|fem|sex|sju|åtta|nio|tio|elva|tolv) och en halv;;SVNumber;
;;(två|tre|fyra|fem|sex|sju|åtta|nio|tio|elva|tolv) och ett halvt;;SVNumber;

;;avhjälpa;;SVInf
;;avhöra;;SVInf
;;avhysa;;SVInf
;;avkänna;;SVInf
;;avkläda;;SVInf
;;avkräva;;SVInf
;;avkyla;;SVInf
;;avlägga;;SVInf
;;avläsa;;SVInf
;;avlåta;;SVInf
;;avleda;;SVInf
;;avlida;;SVInf
;;avlöpa;;SVInf
;;avlösa;;SVInf
;;avlysa;;SVInf
;;avmäta;;SVInf
;;avnjuta;;SVInf
;;avråda;;SVInf
;;avreda;;SVInf
;;avrinna;;SVInf
;;avsäga;;SVInf
;;avsäja;;SVInf
;;avsätta;;SVInf
;;avsjunga;;SVInf
;;avskära;;SVInf
;;avskava;;SVInf
;;avskilja;;SVInf
;;avskjuta;;SVInf
;;avskräcka;;SVInf
;;avskräda;;SVInf
;;avskriva;;SVInf
;;avslita;;SVInf
;;avsnöra;;SVInf
;;avsöka;;SVInf
;;avställa;;SVInf
;;avstämma;;SVInf
;;avstänga;;SVInf
;;avstöra;;SVInf
;;avstöta;;SVInf
;;avstyra;;SVInf
;;avstyrka;;SVInf
;;avsvära;;SVInf
;;avsvärja;;SVInf
;;avtäcka;;SVInf
;;avtaga;;SVInf
;;avträda;;SVInf
;;avväga;;SVInf
;;avvänja;;SVInf
;;avvärja;;SVInf
;;avvika;;SVInf
;;avvinna;;SVInf
;;bakbinda;;SVInf
;;bända;;SVInf
;;bannlysa;;SVInf
;;bära;;SVInf
;;bebygga;;SVInf
;;beda;;SVInf
;;bedja;;SVInf
;;bedöma;;SVInf
;;bedraga;;SVInf
;;bedriva;;SVInf
;;befalla;;SVInf
;;befinna;;SVInf
;;begära;;SVInf
;;begjuta;;SVInf
;;beglänsa;;SVInf
;;begråta;;SVInf
;;begrava;;SVInf
;;begripa;;SVInf
;;begynna;;SVInf
;;behålla;;SVInf
;;behänga;;SVInf
;;behöva;;SVmAux;SVInf;
;;bekänna;;SVInf
;;bekantgöra;;SVInf
;;bekläda;;SVInf
;;beknipa;;SVInf
;;bekomma;;SVInf
;;bekröna;;SVInf
;;belägga;;SVInf
;;beljuga;;SVInf
;;belysa;;SVInf
;;bemänga;;SVInf
;;bemärka;;SVInf
;;bemöta;;SVInf
;;benämna;;SVInf
;;bepryda;;SVInf
;;bereda;;SVInf
;;berömma;;SVInf
;;beröra;;SVInf
;;besätta;;SVInf
;;besitta;;SVInf
;;besjunga;;SVInf
;;beskära;;SVInf
;;beskjuta;;SVInf
;;beskriva;;SVInf
;;beskylla;;SVInf
;;beslaglägga;;SVInf
;;beslagtaga;;SVInf
;;besmörja;;SVInf
;;besöka;;SVInf
;;besörja;;SVInf
;;beställa;;SVInf
;;bestämma;;SVInf
;;bestänka;;SVInf
;;besticka;;SVInf
;;bestiga;;SVInf
;;bestjäla;;SVInf
;;bestrida;;SVInf
;;bestryka;;SVInf
;;bestyra;;SVInf
;;bestyrka;;SVInf
;;besvärja;;SVInf
;;betäcka;;SVInf
;;betaga;;SVInf
;;betänka;;SVInf
;;beträda;;SVInf
;;betrycka;;SVInf
;;betyda;;SVInf
;;betygsätta;;SVInf
;;betygssätta;;SVInf
;;bibehålla;;SVInf
;;bidraga;;SVInf
;;bifalla;;SVInf
;;bilägga;;SVInf
;;bisätta;;SVInf
;;bispringa;;SVInf
;;bisträcka;;SVInf
;;biträda;;SVInf
;;bjuda;;SVInf
;;blåköra;;SVInf
;;blåljuga;;SVInf
;;blänga;;SVInf
;;blänka;;SVInf
;;bliva;;SVInf
;;blöda;;SVInf
;;blötlägga;;SVInf
;;blottlägga;;SVInf
;;blottställa;;SVInf
;;böja;;SVInf
;;bokföra;;SVInf
;;bönfalla;;SVInf
;;bönhöra;;SVInf
;;böra;;SVInf
;;bordlägga;;SVInf
;;bortavinna;;SVInf
;;bortdriva;;SVInf
;;bortfalla;;SVInf
;;bortföra;;SVInf
;;bortrinna;;SVInf
;;bortskänka;;SVInf
;;bortskrämma;;SVInf
;;bortsluta;;SVInf
;;borttaga;;SVInf
;;borttränga;;SVInf
;;bortvräka;;SVInf
;;bötfälla;;SVInf
;;bottenfrysa;;SVInf
;;bräcka;;SVInf
;;brädbekläda;;SVInf
;;bräka;;SVInf
;;bränna;;SVInf
;;brännmärka;;SVInf
;;brinna;;SVInf
;;brista;;SVInf
;;brolägga;;SVInf
;;bronsförgylla;;SVInf
;;bryna;;SVInf
;;bryta;;SVInf
;;busringa;;SVInf
;;bygga;;SVInf
;;byka;;SVInf
;;bysätta;;SVInf
;;byta;;SVInf
;;chockhöja;;SVInf
