
;;{number-all};;ESNumber;

;;{year1};;ESNumber;
;;{year2};;ESNumber;






;;{numberroman};;ESNumber;
;;{number-decimal};;ESNumber;ESNumberNotyear;

;;{number-percentage};;ESNumber;ESPercent;ESNumberNotyear;



;;{footnote};1-2 digits between square brackets;ESLayout;

;;{infwithpron1};;ESInf;
















;;{infwithpron2};-ernos;ESInf;










;;{verbwithpron};-moslo;ESVerb;








;;…;;ESPunctuation;

;;:;;ESColon;ESPunctuation;
;;,;;ESComma;
;;¿;;ESPunctuation;ESColon;
;;¡;;ESPunctuation;ESColon;
;;•;;ESNonrel;
;;*;;ESNonrel;
;;;;ESNonrel;
;;-;;ESPunctuation;ESHyphen;
;;, al parecer ,;;ESAdvstruct;
;;, de las cuales;;ESComma;-;ESRelpron;Join;Join;
;;, de los cuales;;ESComma;-;ESRelpron;Join;Join;
;;, en broma ,;;ESAdvstruct;

;;en gran medida;;ESAdv;ESAdvdeg;
;;en ocasiones;;ESAdvPR;

;;, en sí ,;;ESAdvstruct;
;;, en suma ,;;ESAdvstruct;
;;, entonces ,;;ESAdvstruct;
;;, entre otras ,;;ESAdvstruct;
;;, entre otros ,;;ESAdvstruct;
;;, es decir ,;;ESAdvstruct;
;;por contra;;ESAdv;ESAdvmanner;
;;, por favor ,;;ESAdvstruct;
;;por desgracia;;ESAdvstruct;
;;por lógica;;ESAdv;ESAdvmanner;

;;raras veces;;ESAdv;ESNegation;ESNegBegin;
;;las raras veces;;ESDefart;-;ESAdj;-;ESCon;
;;, siquiera ,;;ESAdvstruct;
;;, visto que;;ESComma;-;ESConj;ESConj2;Join;
;;+;;ESAndOrBut;
;;1era;;ESNumber;
;;2nda;;ESNumber;
;;3era;;ESNumber;

;;B así ,;;SBegin;-;ESAdvstruct;-;ESComma;
;;B de nada E;;SBegin;-;ESCon;Join;-;SEnd;
;;B es decir ,;;SBegin;-;ESAdvstruct;Join;-;ESComma;
;;B - no ,;;SBegin;-;ESHyphen;ESPunctuation;-;ESNo;ESNegation;-;ESComma;
;;B no ,;;SBegin;-;ESNo;ESNegation;-;ESComma;
;;B ¡ no ,;;SBegin;-;ESPunctuation;ESColon;-;ESNo;ESNegation;-;ESComma;
;;B no. E;;SBegin;-;ESNo;ESNegation;-;SEnd;
;;B visto que;;SBegin;-;ESConj;ESConj2;Join;

;;bajo E;;ESAdj;-;SEnd;



;;a;;ESPrep;ESA;ESConIfCap;
;;a base de;;ESPrep;
;;a base del;;ESConj;
;;a bocajarro;;ESAdv;ESAdvmanner;

;;a buenas;;ESAdv;ESAdvmanner;
;;a cada instante;;ESAdvPR;ESTime;
;;a cambio de;;ESConj;
;;a cambio del;;ESConj;
;;a cañiza;;ESCon;
;;a cargo de;;ESPrep;
;;a cargo del;;ESPrep;
;;a causa de;;ESConj;
;;a causa del;;ESConj;
;;a comienzos de;;ESConj;
;;a comienzos del;;ESConj;
;;a consecuencia de;;ESPrep;
;;a consecuencia del;;ESConj;

;;a costa de;;ESPrep;
;;a dedo;;ESAdv;ESAdvmanner;
;;a dentro;;ESAdv;ESAdvdir;

;;a diferencia de;;ESPrep;
;;a duras penas;;ESAdv;ESAdvmanner;
