259;55;А.;0;initiaal
661;55;А.А.;0;initiaal
660;55;А.Б.;0;initiaal
659;55;А.В.;0;initiaal
662;55;А.Г.;0;initiaal
665;55;А.Д.;0;initiaal
664;55;А.Е.;0;initiaal
658;55;А.Ж.;0;initiaal
653;55;А.З.;0;initiaal
652;55;А.И.;0;initiaal
651;55;А.Й.;0;initiaal
654;55;А.К.;0;initiaal
657;55;А.Л.;0;initiaal
656;55;А.М.;0;initiaal
655;55;А.Н.;0;initiaal
676;55;А.О.;0;initiaal
675;55;А.П.;0;initiaal
674;55;А.Р.;0;initiaal
677;55;А.С.;0;initiaal
680;55;А.Т.;0;initiaal
679;55;А.У.;0;initiaal
678;55;А.Ф.;0;initiaal
673;55;А.Х.;0;initiaal
668;55;А.Ц.;0;initiaal
667;55;А.Ч.;0;initiaal
666;55;А.Ш.;0;initiaal
669;55;А.Щ.;0;initiaal
672;55;А.Э.;0;initiaal
671;55;А.Ю.;0;initiaal
670;55;А.Я.;0;initiaal
349;55;авт.;0;автор
355;55;англ.;0;английский
262;55;Б.;0;initiaal
650;55;Б.А.;0;initiaal
630;55;Б.Б.;0;initiaal
629;55;Б.В.;0;initiaal
628;55;Б.Г.;0;initiaal
631;55;Б.Д.;0;initiaal
634;55;Б.Е.;0;initiaal
632;55;Б.Ж.;0;initiaal
627;55;Б.З.;0;initiaal
622;55;Б.И.;0;initiaal
621;55;Б.Й.;0;initiaal
620;55;Б.К.;0;initiaal
623;55;Б.Л.;0;initiaal
626;55;Б.М.;0;initiaal
625;55;Б.Н.;0;initiaal
624;55;Б.О.;0;initiaal
645;55;Б.П.;0;initiaal
644;55;Б.Р.;0;initiaal
643;55;Б.С.;0;initiaal
646;55;Б.Т.;0;initiaal
649;55;Б.У.;0;initiaal
648;55;Б.Ф.;0;initiaal
647;55;Б.Х.;0;initiaal
642;55;Б.Ц.;0;initiaal
637;55;Б.Ч.;0;initiaal
636;55;Б.Ш.;0;initiaal
635;55;Б.Щ.;0;initiaal
638;55;Б.Э.;0;initiaal
641;55;Б.Ю.;0;initiaal
640;55;Б.Я.;0;initiaal
261;55;В.;0;initiaal
1061;55;в.;0;в (том числе), век
639;55;В.А.;0;initiaal
681;55;В.Б.;0;initiaal
723;55;В.В.;0;initiaal
722;55;В.Г.;0;initiaal
721;55;В.Д.;0;initiaal
724;55;В.Е.;0;initiaal
726;55;В.Ж.;0;initiaal
725;55;В.З.;0;initiaal
720;55;В.И.;0;initiaal
715;55;В.Й.;0;initiaal
714;55;В.К.;0;initiaal
713;55;В.Л.;0;initiaal
716;55;В.М.;0;initiaal
719;55;В.Н.;0;initiaal
718;55;В.О.;0;initiaal
717;55;В.П.;0;initiaal
738;55;В.Р.;0;initiaal
737;55;В.С.;0;initiaal
736;55;В.Т.;0;initiaal
739;55;В.У.;0;initiaal
742;55;В.Ф.;0;initiaal
741;55;В.Х.;0;initiaal
740;55;В.Ц.;0;initiaal
735;55;В.Ч.;0;initiaal
730;55;В.Ш.;0;initiaal
729;55;В.Щ.;0;initiaal
728;55;В.Э.;0;initiaal
731;55;В.Ю.;0;initiaal
734;55;В.Я.;0;initiaal
353;55;вв.;0;века
348;55;внутр.;0;внутренный
260;55;Г.;0;initiaal
1068;55;г.;0;год
733;55;Г.А.;0;initiaal
732;55;Г.Б.;0;initiaal
712;55;Г.В.;0;initiaal
692;55;Г.Г.;0;initiaal
691;55;Г.Д.;0;initiaal
690;55;Г.Е.;0;initiaal
696;55;Г.Ж.;0;initiaal
695;55;Г.З.;0;initiaal
694;55;Г.И.;0;initiaal
689;55;Г.Й.;0;initiaal
684;55;Г.К.;0;initiaal
683;55;Г.Л.;0;initiaal
682;55;Г.М.;0;initiaal
685;55;Г.Н.;0;initiaal
688;55;Г.О.;0;initiaal
687;55;Г.П.;0;initiaal
686;55;Г.Р.;0;initiaal
707;55;Г.С.;0;initiaal
706;55;Г.Т.;0;initiaal
705;55;Г.У.;0;initiaal
708;55;Г.Ф.;0;initiaal
